Amount,Payment_currency,Received_currency,Sender_bank_location,Receiver_bank_location,Payment_type,Is_laundering,Year,Month,Day,Hour
594.11,10,10,16,16,0,0,2023,2,18,15
361.68,10,10,16,16,3,0,2023,5,30,18
8546.06,10,10,16,16,3,0,2023,6,18,14
6607.94,6,10,16,16,3,0,2023,1,12,16
5954.37,10,10,16,16,3,0,2023,5,1,21
15412.25,10,10,16,16,0,0,2023,7,19,20
18378.79,2,10,9,16,5,0,2023,7,6,12
6816.71,2,10,1,16,5,0,2023,2,6,12
909.26,10,2,16,3,5,0,2023,2,9,12
10383.99,10,10,16,16,3,0,2022,12,16,19
1105.98,10,10,16,16,6,0,2023,7,8,20
11569.94,10,10,16,16,6,0,2023,2,17,15
18103.86,10,10,16,16,0,0,2023,7,31,19
1625.01,10,2,16,16,3,0,2023,5,20,15
11498.69,12,10,6,16,5,0,2023,1,6,12
14989.83,10,10,16,16,4,0,2022,10,21,23
14480.69,10,10,16,16,6,0,2023,8,19,11
732.12,10,10,16,16,6,0,2022,11,26,22
7962.5,10,10,16,16,6,0,2022,11,5,8
1577.35,10,10,16,16,6,0,2023,1,20,15
484.52,10,10,16,16,4,0,2023,3,18,11
1408.93,10,10,16,16,4,0,2023,5,22,2
2909.29,10,10,16,16,4,0,2023,6,10,21
292.33,10,10,16,16,6,0,2023,4,8,23
7609.35,10,10,16,16,3,0,2022,10,13,18
13988.19,10,10,16,16,4,0,2023,4,20,15
7934.74,10,2,16,12,5,0,2023,8,21,11
226.95,10,10,16,16,4,0,2022,10,22,18
18137.79,10,10,16,16,4,0,2023,4,11,9
2819.03,10,10,16,16,4,0,2022,11,24,23
15059.12,10,10,16,16,3,0,2023,6,16,17
7282.25,10,10,16,16,6,0,2023,3,31,8
15053.18,10,10,16,16,3,0,2023,6,25,14
9148.78,10,10,16,16,6,0,2022,12,1,21
9254.46,10,10,16,16,0,0,2023,8,19,19
1768.03,10,10,16,16,6,0,2022,12,6,22
9284.24,10,4,16,7,5,0,2023,2,4,9
680.75,10,10,16,16,0,0,2023,2,13,15
56644.44,1,7,15,11,5,0,2023,3,20,14
5915.95,10,10,16,16,3,0,2022,12,27,11
242.49,10,10,16,16,4,0,2023,5,12,14
3758.78,10,10,16,16,1,0,2023,8,16,15
9642.51,10,10,16,16,6,0,2022,11,20,17
894.01,10,10,16,16,0,0,2023,3,30,22
6750.7,10,10,16,16,3,0,2023,6,17,22
8881.24,10,10,16,16,6,0,2022,10,11,22
5832.91,10,10,16,16,0,0,2022,11,7,19
747.02,10,10,16,16,3,0,2023,7,27,16
9822.75,10,10,16,16,3,0,2023,5,20,15
5130.88,10,10,16,16,6,0,2023,6,3,15
2215.82,10,10,16,16,0,0,2022,10,12,11
147.25,10,10,16,16,4,0,2023,6,8,12
627.75,10,10,16,16,4,0,2023,1,27,11
2010.71,10,10,16,16,3,0,2023,4,11,0
658.57,10,10,16,16,3,0,2023,3,5,14
2294.36,10,10,16,16,4,0,2023,8,20,11
10925.57,10,10,16,16,6,0,2023,5,9,15
22134.54,10,7,16,16,6,0,2023,5,20,12
30421.76,5,10,8,16,5,0,2023,2,9,20
8307.79,10,10,16,16,0,0,2023,3,21,22
7173.88,10,10,16,16,4,0,2023,6,1,19
7960.58,10,10,16,16,3,0,2022,12,27,9
453.27,10,10,16,16,1,0,2023,3,22,15
1480.92,10,10,16,16,3,0,2022,12,22,12
7417.5,10,10,16,16,6,0,2023,3,11,12
2021.93,10,10,16,16,3,0,2023,4,4,18
2883.9,10,10,16,16,3,0,2023,8,1,12
3500.3,10,10,16,16,0,0,2023,6,12,10
25270.91,10,9,16,16,4,0,2023,5,8,22
10753.68,10,10,16,16,0,0,2023,4,28,1
44775.3,10,10,16,16,4,0,2022,12,2,16
18156.0,10,10,16,16,4,0,2023,5,10,19
4736.21,10,10,16,16,0,0,2023,4,22,19
1091.98,10,10,16,16,0,0,2022,12,11,23
123.87,10,10,16,16,2,0,2023,2,19,17
25353.83,11,10,16,16,4,0,2023,2,22,8
3598.79,10,10,16,16,4,0,2022,12,12,17
719.35,10,10,16,16,0,0,2023,1,29,9
9079.5,10,2,16,1,5,0,2023,8,22,21
7693.7,10,10,16,16,3,0,2023,4,28,0
5631.05,10,10,16,16,3,0,2023,5,12,20
5695.18,10,10,16,16,3,0,2023,6,3,13
2525.56,10,10,16,16,4,0,2023,2,23,11
8726.01,10,4,16,7,5,0,2022,12,8,5
11192.56,10,10,16,16,6,0,2022,10,8,23
5686.72,10,10,16,16,4,0,2023,2,26,20
3276.32,10,10,16,16,0,0,2022,11,13,13
8690.78,10,10,16,16,3,0,2023,1,27,9
108.31,10,10,16,16,1,0,2023,7,5,9
16900.61,10,10,16,16,0,0,2023,7,19,18
11620.09,10,10,16,16,0,0,2023,4,18,19
3140.24,10,10,16,16,0,0,2022,12,29,23
1546.75,10,10,16,16,3,0,2023,6,22,23
10197.51,10,10,16,16,0,0,2023,5,5,15
6756.28,10,0,16,0,5,0,2022,10,24,8
21112.96,10,10,16,16,6,0,2022,10,20,20
9340.53,10,10,16,16,3,0,2023,5,24,13
9293.83,10,10,16,16,6,0,2023,4,23,8
13516.53,10,10,16,16,3,0,2023,7,24,18
1994.22,10,10,16,16,4,0,2023,6,2,15
6041.3,10,10,16,16,4,0,2023,5,6,9
2816.88,10,10,16,16,1,0,2023,1,26,12
17904.75,10,10,16,16,0,0,2023,3,24,23
1879.61,10,10,16,16,3,0,2022,10,28,13
7004.1,10,10,16,16,6,0,2023,2,27,20
1798.54,10,10,16,16,4,0,2022,12,4,12
13900.98,10,10,16,16,0,0,2023,7,13,17
14633.39,10,8,16,13,5,0,2023,7,4,12
8013.88,10,10,16,16,6,0,2022,11,22,13
8196.7,10,10,16,16,0,0,2023,4,7,2
4697.74,10,10,16,16,6,0,2022,12,23,5
11358.44,10,6,16,10,5,0,2022,12,5,14
1960.68,10,10,16,16,4,0,2022,10,25,10
1891.93,10,10,16,16,4,0,2022,11,26,10
1568.31,10,10,16,16,1,0,2023,3,30,16
470.57,10,10,16,16,3,0,2022,11,1,11
37556.31,10,10,16,16,0,0,2023,8,5,22
1001.46,10,10,16,16,6,0,2022,12,9,11
16368.42,10,10,16,16,6,0,2022,10,24,8
19118.11,10,10,16,16,0,0,2022,12,10,18
5872.68,10,10,16,16,3,0,2022,11,11,8
30942.66,10,10,16,16,0,0,2023,4,27,10
7319.47,10,10,16,16,6,0,2023,7,5,18
105.64,10,10,16,16,2,0,2023,5,16,19
2572.22,10,10,16,16,1,0,2023,3,3,14
5313.49,10,10,16,16,4,0,2023,8,2,23
722.78,10,9,16,14,5,0,2023,4,19,14
17530.11,10,10,16,16,6,0,2023,8,7,18
5437.51,10,10,16,16,6,0,2023,5,30,7
7315.37,10,10,16,16,4,0,2023,6,13,19
15749.75,10,10,16,16,3,0,2022,10,12,14
2183.42,10,10,16,16,3,0,2023,1,7,12
11184.97,10,10,16,16,6,0,2023,6,7,17
18919.32,10,10,16,16,6,0,2022,12,28,12
1369.09,10,10,16,16,4,0,2023,4,11,13
1187.67,10,10,16,16,4,0,2023,8,5,22
1937.24,10,10,16,16,4,0,2023,8,6,17
8390.32,10,10,16,16,6,0,2023,5,21,17
17361.44,10,10,16,16,6,0,2022,11,3,19
13140.81,10,6,16,10,5,0,2023,4,15,9
50195.54,10,10,16,16,6,0,2022,12,21,2
5076.44,10,10,16,16,4,0,2022,12,17,21
9980.35,10,10,16,16,4,0,2023,8,15,14
11148.61,10,10,16,16,4,0,2023,1,8,12
19788.31,10,10,16,16,4,0,2022,12,24,0
6500.03,10,10,16,16,3,0,2022,10,25,15
8409.6,10,10,16,16,0,0,2023,2,17,12
22392.75,10,10,16,16,3,0,2022,12,12,10
11182.97,10,10,16,16,4,0,2023,6,29,16
10707.48,10,10,16,16,0,0,2023,8,3,17
16527.68,10,10,16,16,6,0,2023,8,4,21
5412.04,10,10,16,16,6,0,2023,7,9,13
4579.92,10,10,16,16,3,0,2022,12,24,14
1657.04,10,10,16,16,1,0,2023,2,20,7
3606.68,10,2,16,9,5,0,2023,8,15,18
28.36,10,10,16,16,6,0,2022,10,30,15
7715.43,10,10,16,16,3,0,2022,10,11,14
4289.88,10,10,16,16,0,0,2023,1,11,18
13488.55,10,10,16,16,6,0,2023,7,12,12
2182.53,10,10,16,16,0,0,2023,3,18,21
9405.44,10,10,16,16,0,0,2023,7,20,9
11150.15,10,10,16,16,0,0,2023,6,16,2
5657.89,10,10,16,16,0,0,2023,3,20,10
144.68,10,10,16,16,2,0,2023,1,24,20
12914.32,10,10,16,16,3,0,2023,5,3,22
10568.68,10,4,16,7,5,0,2022,12,12,22
6206.92,10,10,16,16,4,0,2023,6,11,21
3847.1,10,10,16,16,0,0,2022,12,28,11
103.23,10,10,16,16,0,0,2022,11,19,11
1024.4,10,10,16,16,3,0,2022,12,27,19
7060.62,10,10,16,16,0,0,2023,2,11,22
1328.48,10,10,16,16,4,0,2023,3,28,11
10855.62,10,2,16,1,5,0,2022,11,3,18
7511.63,10,10,16,16,0,0,2023,8,4,3
78.46,10,10,16,16,2,0,2023,5,29,3
8937.52,10,10,16,16,3,0,2023,1,5,4
3647.0,10,10,16,16,4,0,2023,6,4,17
1669.3,10,10,16,16,6,0,2023,5,10,9
10491.49,10,10,16,16,0,0,2023,4,23,20
15923.12,10,10,16,16,3,0,2023,6,22,15
14248.87,10,10,16,16,6,0,2022,12,9,12
4060.43,10,10,16,16,4,0,2023,5,11,2
43751.95,10,10,16,16,6,0,2023,1,17,22
1070.35,10,10,16,16,3,0,2022,11,29,14
11658.72,10,9,16,14,5,0,2023,3,27,13
14317.57,10,10,16,16,0,0,2023,5,9,23
514.61,10,10,16,16,4,0,2023,2,12,22
5937.86,10,10,16,16,4,0,2023,7,7,21
35163.88,10,10,16,16,0,0,2023,5,4,16
358.06,10,10,16,16,0,0,2023,1,11,22
452.24,10,10,16,16,6,0,2023,6,19,14
8265.18,10,10,16,16,6,0,2022,10,18,12
22801.84,10,10,16,16,6,0,2023,4,11,21
5566.47,7,10,16,16,3,0,2022,10,15,15
4522.75,10,10,16,16,4,0,2023,3,18,15
1201.68,10,10,16,16,3,0,2022,12,31,12
2366.33,10,10,16,16,6,0,2023,3,19,10
10088.51,10,10,16,16,0,0,2023,2,19,8
7198.73,5,10,8,16,5,0,2022,12,22,11
8293.14,10,10,16,16,3,0,2022,10,13,23
7914.2,10,10,16,16,6,0,2023,7,20,22
225.48,10,10,16,16,2,0,2023,1,25,2
433.38,10,10,16,16,0,0,2023,5,8,7
11884.35,10,10,16,16,4,0,2022,10,12,15
125.59,10,10,16,16,2,0,2023,4,25,8
1009.07,10,10,16,16,3,0,2023,1,28,19
35627.73,10,10,16,16,0,0,2023,7,11,10
10094.92,10,10,16,16,4,0,2023,4,25,10
1724.88,10,10,16,16,3,0,2023,1,2,9
17240.72,10,10,16,16,0,0,2023,1,13,18
2338.99,10,10,16,16,4,0,2023,8,15,17
1499.08,10,10,16,16,0,0,2022,11,5,20
15218.54,10,10,16,16,3,0,2023,7,10,4
94.95,10,10,16,16,3,0,2023,1,10,17
7161.52,10,10,16,16,3,0,2023,8,17,16
1548.59,10,3,16,4,5,0,2022,11,14,11
17170.21,10,10,16,16,4,0,2023,8,21,22
972.61,10,10,16,16,0,0,2023,7,20,18
13259.16,10,10,16,16,4,0,2022,11,10,9
1998.08,10,10,16,16,1,0,2023,6,2,12
5781.63,10,10,16,16,0,0,2023,3,27,17
13521.15,10,10,16,16,3,0,2023,4,25,12
7051.83,10,10,16,16,4,0,2022,10,10,12
11067.12,10,2,16,9,5,0,2023,1,8,16
2697.43,10,10,16,16,4,0,2023,5,14,8
2818.91,10,10,16,16,0,0,2022,10,18,11
6643.38,10,10,16,16,4,0,2023,2,17,9
8127.55,10,10,16,16,3,0,2023,2,15,17
478.86,10,10,16,16,0,0,2023,7,4,11
15192.11,2,10,2,16,5,0,2023,2,21,12
1617.68,10,10,16,16,6,0,2023,5,21,19
15091.08,10,2,16,12,5,0,2023,3,13,12
6799.35,2,10,9,16,5,0,2023,6,28,9
2263.79,10,10,16,16,0,0,2023,3,31,11
24343.79,10,10,16,16,3,0,2023,2,5,22
10807.88,10,10,16,16,6,0,2023,8,17,18
1021.9,10,10,16,16,3,0,2023,1,19,23
4816.23,10,10,16,16,0,0,2023,3,16,23
589.8,10,10,16,16,0,0,2022,12,5,0
79.33,10,10,16,16,6,0,2023,3,1,20
2093.48,10,10,16,16,6,0,2023,3,29,16
8037.1,10,10,16,16,0,0,2023,1,30,15
1031.1,10,10,16,16,1,0,2023,5,11,11
1081.4,10,12,16,6,5,0,2023,6,14,15
2354.95,10,10,16,16,4,0,2023,4,24,14
6426.01,10,10,16,16,6,0,2023,2,5,6
2848.21,10,10,16,16,4,0,2023,3,4,23
38616.95,10,10,16,16,3,0,2022,11,13,15
5124.91,10,10,16,16,0,0,2023,3,10,10
7442.81,10,10,16,16,3,0,2022,12,21,8
5209.4,10,10,16,16,3,0,2023,1,29,23
5242.85,10,10,16,16,3,0,2023,6,11,3
4824.65,10,10,16,16,6,0,2022,12,29,12
73179.69,10,1,16,15,5,0,2023,7,18,19
2181.25,10,10,16,16,1,0,2022,10,20,16
9270.98,10,10,16,16,4,0,2023,1,14,23
4270.44,10,10,16,16,6,0,2023,4,14,9
3250.65,10,10,16,16,3,0,2023,8,8,21
8518.47,10,10,16,16,6,0,2022,12,18,10
7293.15,10,10,16,16,6,0,2022,10,14,12
4842.88,10,10,16,16,6,0,2023,8,21,15
228.78,10,10,16,16,6,0,2023,2,22,10
12658.32,10,10,16,16,6,0,2023,8,18,19
8496.05,10,10,16,16,4,0,2023,4,23,13
4168.23,10,10,16,16,3,0,2023,2,10,20
1500.37,10,10,16,16,3,0,2023,3,20,12
49421.92,10,10,16,16,0,0,2023,4,5,18
14105.04,10,10,16,16,0,0,2023,5,13,6
4985.36,10,10,16,16,4,0,2022,12,20,7
4192.03,10,10,16,16,1,0,2023,1,12,8
10674.05,10,10,16,16,6,0,2023,3,30,10
10964.71,2,10,9,16,5,0,2023,4,30,20
294.03,10,10,16,16,3,0,2023,8,5,23
22195.45,10,10,16,16,0,0,2022,12,4,10
9696.42,3,10,16,16,4,0,2023,7,29,11
2865.48,10,10,16,16,6,0,2022,11,25,8
1974.3,10,10,16,16,0,0,2023,1,8,15
110.74,10,10,16,16,2,0,2023,6,26,7
255466.49,10,10,16,16,0,0,2023,8,2,3
6317.3,10,10,16,16,3,0,2023,2,22,13
1731.81,10,10,16,16,0,0,2023,7,15,19
1652.13,10,10,16,16,3,0,2022,12,22,10
37066.08,10,10,16,16,0,0,2023,3,27,16
83.5,10,10,16,16,2,0,2023,3,11,14
311.04,10,10,16,16,0,0,2023,3,22,2
4622.85,10,9,16,14,5,0,2023,5,21,9
14885.1,10,10,16,16,4,0,2023,1,17,12
20415.53,10,2,16,5,5,0,2023,1,26,11
12032.48,10,10,16,16,6,0,2023,6,2,11
8917.14,10,10,16,16,0,0,2023,2,4,12
9128.89,10,10,16,16,3,0,2023,2,12,15
6752.86,10,10,16,16,0,0,2023,4,19,18
13658.48,10,10,16,16,4,0,2022,10,21,23
973.28,10,10,16,16,4,0,2023,7,20,10
4037.04,10,10,16,16,6,0,2022,10,9,21
9494.78,10,10,16,16,3,0,2022,11,1,19
17088.59,10,2,16,9,5,0,2022,10,27,10
1937.62,10,10,16,16,6,0,2023,6,3,13
6119.2,10,10,16,16,6,0,2023,2,15,23
19494.92,10,10,16,16,0,0,2022,11,21,21
4700.08,10,10,16,16,6,0,2023,8,9,18
5335.65,10,10,16,16,4,0,2023,6,27,16
3998.28,10,10,16,16,4,0,2023,4,11,2
17703.06,10,10,16,16,3,0,2023,3,30,8
7166.45,10,10,16,16,3,0,2023,1,26,11
6440.91,10,10,16,16,3,0,2023,3,26,22
23684.05,10,10,16,16,3,0,2022,12,22,14
4344.33,10,10,16,16,3,0,2023,1,28,16
4535.37,10,10,16,16,3,0,2022,10,17,21
3579.81,10,10,16,16,4,0,2023,2,5,10
776.9,10,10,16,16,0,0,2023,1,16,12
31553.09,1,10,15,16,5,0,2023,7,26,12
16255.19,10,10,16,16,4,0,2023,2,27,8
9513.33,6,9,10,14,5,0,2022,11,27,8
4519.68,10,10,16,16,6,0,2022,12,10,17
9787.15,4,10,7,16,5,0,2022,12,30,8
9167.11,10,10,16,16,4,0,2023,1,22,19
14619.64,10,10,16,16,4,0,2022,11,24,15
13734.46,10,10,16,16,6,0,2022,10,20,22
4830.74,10,10,16,16,6,0,2023,2,4,5
59.51,10,10,16,16,4,0,2023,3,1,21
26005.9,10,10,16,16,3,0,2023,5,18,21
1128.1,3,10,4,16,5,0,2023,3,8,20
746.11,10,10,16,16,6,0,2023,4,2,2
12240.68,10,10,16,16,3,0,2023,4,7,14
2532.71,10,10,16,16,4,0,2023,7,3,23
622.74,10,10,16,16,3,0,2022,11,3,13
1197.71,10,10,16,16,4,0,2022,12,20,23
3843.13,10,0,16,0,5,0,2023,1,5,13
9397.15,10,10,16,16,3,0,2023,6,15,17
23647.09,10,7,16,11,5,0,2023,3,8,23
13480.54,10,10,16,16,6,0,2023,3,3,23
9696.51,10,10,16,16,4,0,2022,12,18,18
11935.27,2,8,9,16,5,0,2023,2,16,19
3780.28,10,10,16,16,6,0,2023,7,1,17
16717.24,10,1,16,15,5,0,2023,7,14,20
8790.21,10,10,16,16,4,0,2023,6,3,15
6684.28,10,10,16,16,4,0,2022,11,1,14
13493.63,10,10,16,16,0,0,2023,3,18,22
6383.56,10,10,16,16,3,0,2022,10,22,12
725.73,10,10,16,16,4,0,2023,1,30,20
4904.11,10,10,16,16,6,0,2023,4,18,8
8128.95,10,10,16,16,3,0,2023,1,20,23
5045.92,10,10,16,16,4,0,2022,11,15,21
7835.25,10,2,16,3,5,0,2023,1,7,4
4848.98,10,10,16,16,0,0,2023,1,26,20
8100.88,10,0,16,16,3,0,2023,3,18,5
7798.2,10,10,16,16,0,0,2023,3,3,13
8725.84,10,10,16,16,6,0,2023,7,2,14
7610.45,10,10,16,16,6,0,2023,3,19,17
446.51,10,10,16,16,3,0,2022,12,24,19
17104.36,10,10,16,16,0,0,2023,7,4,12
8321.56,10,10,16,16,6,0,2023,5,25,18
5264.09,10,10,16,16,4,0,2023,5,28,13
5398.2,10,10,16,16,6,0,2023,2,8,11
15420.63,10,10,16,16,4,0,2022,11,14,9
9534.93,10,10,16,16,3,0,2023,6,16,19
27180.58,10,10,16,16,6,0,2023,4,2,19
9647.56,10,10,16,16,6,0,2023,1,17,10
91.81,10,10,16,16,2,0,2023,7,11,9
4071.97,10,10,16,16,0,0,2023,3,2,21
7080.36,10,9,16,14,5,0,2023,5,2,11
8395.27,10,10,16,16,6,0,2023,8,4,18
9412.22,10,10,16,16,4,0,2023,6,21,17
34715.8,10,10,16,16,3,0,2023,5,30,11
14872.7,10,10,16,16,3,0,2023,2,11,12
13144.94,10,10,16,16,4,0,2023,3,25,3
7300.04,10,10,16,16,3,0,2023,5,19,2
1330.1,10,10,16,16,6,0,2023,7,6,21
7006.07,10,10,16,16,0,0,2023,1,21,13
17544.7,2,10,9,16,5,0,2023,8,15,17
14094.65,10,10,16,16,0,0,2023,3,5,11
822.5,10,10,16,16,4,0,2022,11,22,23
7256.21,10,10,16,16,6,0,2023,7,1,10
1400.07,10,10,16,16,1,0,2023,5,1,14
4865.98,10,10,16,16,0,0,2022,12,7,22
4529.2,10,10,16,16,6,0,2023,6,9,20
8189.97,3,10,16,16,0,0,2022,10,30,11
14542.12,10,10,16,16,3,0,2023,2,25,9
6167.71,10,10,16,16,0,0,2023,7,13,8
255.91,10,10,16,16,2,0,2023,6,5,21
7699.49,10,10,16,16,3,0,2023,2,12,12
5514.21,10,10,16,16,6,0,2022,10,8,0
21912.17,10,10,16,16,4,0,2023,4,19,12
4655.8,10,10,16,16,1,0,2022,10,28,15
4215.31,10,10,16,16,4,0,2023,5,14,23
6975.09,10,10,16,16,4,0,2022,12,11,20
2334.54,10,10,16,16,0,0,2023,2,9,20
6148.78,10,10,16,16,4,0,2023,5,30,14
163.63,10,10,16,16,2,0,2023,2,6,23
10201.6,10,10,16,16,0,0,2022,11,24,1
6179.85,10,10,16,16,3,0,2022,12,7,0
7642.13,6,10,16,16,3,0,2023,8,6,16
45933.89,10,10,16,16,3,0,2023,1,7,21
1822.64,10,10,16,16,6,0,2023,7,30,14
82.24,10,10,16,16,2,0,2023,8,9,18
4764.16,10,10,16,16,1,0,2023,3,7,10
62.2,10,10,16,16,3,0,2022,10,19,1
11593.7,10,10,16,16,3,0,2023,6,20,11
386.42,10,10,16,16,0,0,2023,2,13,10
5983.0,10,2,16,1,5,0,2023,8,20,10
18099.87,10,10,16,16,6,0,2023,1,28,22
9621.62,10,10,16,16,6,0,2023,2,4,0
175.56,10,10,16,16,6,0,2023,5,9,17
2239.12,10,10,16,16,4,0,2023,8,6,18
18105.74,10,10,16,16,4,0,2022,11,30,19
7067.88,10,10,16,16,6,0,2023,7,27,20
8322.26,10,10,16,16,6,0,2023,8,19,20
4891.29,10,10,16,16,4,0,2023,2,5,18
1462.29,10,10,16,16,4,0,2022,11,4,19
9714.3,10,12,16,6,5,0,2022,12,13,11
4943.33,10,10,16,16,3,0,2022,11,18,16
14299.84,10,10,16,16,0,0,2022,12,18,2
17512.83,10,10,16,16,0,0,2023,4,27,18
829.08,10,10,16,16,3,0,2022,12,5,14
10477.38,10,10,16,16,6,0,2023,3,6,22
5920.04,10,10,16,16,6,0,2022,11,3,9
904.03,10,12,16,6,5,0,2022,10,11,15
5986.45,10,10,16,16,4,0,2023,7,30,16
9525.99,10,10,16,16,4,0,2023,3,1,20
39.79,10,10,16,16,2,0,2022,12,27,12
1827.58,10,10,16,16,6,0,2022,12,4,23
7233.49,10,10,16,16,4,0,2023,7,24,19
1256.43,10,10,16,16,0,0,2023,1,28,13
8336.85,10,10,16,16,3,0,2022,10,24,12
2797.57,10,10,16,16,6,0,2023,3,5,16
6230.61,10,2,16,3,5,0,2022,12,16,22
795.55,10,10,16,16,6,0,2023,7,31,16
14587.7,10,10,16,16,6,0,2023,3,2,3
292.29,10,10,16,16,4,0,2023,6,15,20
12992.28,10,2,16,1,5,0,2023,3,31,13
13131.32,10,10,16,16,3,0,2023,4,10,6
14197.32,10,10,16,16,0,0,2023,3,5,1
11797.99,10,10,16,16,0,0,2023,1,6,12
23564.69,10,10,16,16,3,0,2022,11,19,22
3389.62,10,10,16,16,0,0,2023,2,18,9
8932.05,10,10,16,16,4,0,2023,1,7,17
4956.82,10,10,16,16,4,0,2022,10,26,13
210.33,10,10,16,16,3,0,2023,1,22,9
10207.67,10,10,16,16,6,0,2022,11,27,10
17974.18,10,2,16,3,5,0,2023,2,3,17
3314.09,10,10,16,16,3,0,2023,6,2,15
9027.13,10,10,16,16,3,0,2023,3,2,12
9243.52,10,10,16,16,6,0,2022,12,26,19
1607.2,10,10,16,16,3,0,2023,5,7,23
2756.29,10,10,16,16,6,0,2022,12,8,9
16738.3,10,10,16,16,0,0,2023,4,22,14
8616.47,10,10,16,16,4,0,2023,3,10,10
744.31,10,2,16,1,5,0,2023,6,3,11
1844.75,10,10,16,16,6,0,2023,4,27,22
18703.02,10,10,16,16,0,0,2023,7,2,19
1184.8,10,10,16,16,0,0,2022,10,16,11
7620.2,10,10,16,16,6,0,2023,8,9,4
314.79,10,10,16,16,2,0,2023,4,9,21
11200.95,10,10,16,16,3,0,2022,12,26,16
2230.46,10,10,16,16,3,0,2023,4,26,8
451.67,10,10,16,16,4,0,2023,2,4,13
4923.01,10,10,16,16,4,0,2023,6,8,10
707.03,10,10,16,16,1,0,2023,1,2,11
1067.1,10,10,16,16,3,0,2023,4,21,10
8870.3,10,10,16,16,4,0,2023,6,11,22
1302.02,10,10,16,16,6,0,2023,8,18,11
3261.09,10,10,16,16,6,0,2023,2,15,14
6286.06,10,10,16,16,0,0,2023,7,11,15
7979.15,10,10,16,16,0,0,2023,7,13,9
20487.85,10,10,16,16,4,0,2023,4,30,12
5357.44,10,10,16,16,4,0,2023,4,30,9
1968.67,10,10,16,16,0,0,2023,2,13,19
3222.57,10,10,16,16,4,0,2022,12,7,14
12829.15,10,10,16,16,3,0,2023,3,2,22
9433.25,10,10,16,16,4,0,2023,6,13,15
6619.41,10,10,16,16,0,0,2022,12,9,4
5424.89,10,10,16,16,3,0,2023,3,30,15
25350.34,10,10,16,16,6,0,2023,7,8,21
732.6,10,10,16,16,6,0,2022,10,8,22
6880.36,10,10,16,16,6,0,2022,11,7,15
5435.12,10,10,16,16,0,0,2023,1,14,20
145.84,10,10,16,16,4,0,2023,8,5,21
4358.31,10,10,16,16,0,0,2023,3,4,19
10829.17,10,10,16,16,3,0,2023,4,30,8
8380.03,10,10,16,16,0,0,2023,7,5,17
4368.02,10,10,16,16,4,0,2023,2,15,9
1675.76,10,10,16,16,3,0,2023,8,11,18
12235.08,10,10,16,16,3,0,2023,1,20,22
155.72,10,10,16,16,0,0,2023,5,31,8
5263.61,5,10,8,16,5,0,2023,7,9,13
6383.21,10,10,16,16,3,0,2023,7,24,20
11496.94,10,10,16,16,6,0,2023,7,12,22
5624.69,10,10,16,16,3,0,2023,5,3,5
11155.79,10,10,16,16,4,0,2022,12,21,11
6561.33,10,7,16,11,5,0,2022,11,20,23
2773.56,10,10,16,16,0,0,2022,11,18,19
8142.46,10,10,16,16,4,0,2023,2,27,14
965.73,10,10,16,16,6,0,2023,4,30,23
17619.36,10,10,16,16,0,0,2023,5,12,19
10456.1,10,10,16,16,6,0,2022,11,23,13
7821.19,10,10,16,16,4,0,2022,12,15,8
1383.62,10,10,16,16,4,0,2023,2,13,18
125.55,10,10,16,16,2,0,2023,8,5,14
12114.73,10,10,16,16,6,0,2023,2,14,22
25167.56,10,10,16,16,4,0,2023,8,17,18
8157.75,10,10,16,16,0,0,2023,7,15,14
112.66,10,10,16,16,2,0,2023,1,29,21
2364.72,10,2,16,16,1,0,2022,11,23,7
23633.67,10,10,16,16,3,0,2022,10,17,17
7204.67,10,10,16,16,0,0,2023,3,16,8
730.14,10,10,16,16,4,0,2023,4,24,13
1426.25,10,10,16,16,6,0,2022,12,25,14
3215.76,10,10,16,16,3,0,2023,4,8,10
5847.73,10,10,16,16,3,0,2023,3,29,17
240.91,10,10,16,16,3,0,2023,1,16,18
28434.29,10,10,16,16,4,0,2023,6,30,8
30499.1,10,10,16,16,0,0,2022,10,22,15
15413.88,10,10,16,16,0,0,2023,2,16,21
13169.42,10,2,16,3,5,0,2023,4,22,9
178.13,10,10,16,16,2,0,2023,6,3,0
4124.53,10,10,16,16,6,0,2023,5,7,18
7933.69,10,10,16,16,3,0,2022,11,3,12
5530.68,10,10,16,16,4,0,2023,3,14,23
16853.01,10,10,16,16,6,0,2023,6,13,12
6203.52,10,10,16,16,3,0,2023,5,28,12
134.38,10,10,16,16,2,0,2022,11,16,5
1366.2,10,10,16,16,3,0,2022,10,28,21
9025.92,10,10,16,16,0,0,2023,3,31,18
12900.78,10,10,16,16,3,0,2023,7,10,14
13037.42,10,10,16,16,3,0,2023,2,3,16
4029.92,10,10,16,16,4,0,2023,7,18,21
1386.35,10,10,16,16,3,0,2023,5,25,14
17000.99,10,10,16,16,4,0,2023,3,12,20
763.49,10,10,16,16,0,0,2023,2,2,16
1544.17,10,10,16,16,3,0,2023,8,2,19
654.79,10,10,16,16,3,0,2023,4,21,11
5129.42,10,10,16,16,6,0,2023,2,14,11
1568.61,10,10,16,16,6,0,2023,1,7,21
14324.86,10,10,16,16,6,0,2023,5,12,23
208.27,10,10,16,16,6,0,2022,12,4,21
4561.31,10,10,16,16,6,0,2023,3,14,17
1818.92,10,10,16,16,0,0,2023,7,26,20
15042.83,10,10,16,16,0,0,2023,4,3,11
